"Destination","Service Type","SERVICEID","From Rates","Country","Region","Supplier Name","Service Name","Status","Contract"
"Africa","Accommodation",18861,"No Rates","Uganda","Queen Elisabeth","Whistling Duck","Mweya Safari Lodge","Active","Yes"
"Africa","Accommodation",18932,"No Rates","Zimbabwe","Mana Pools","Safari Destinations","Mana Pools Canoeing Bush Camp","Active","Yes"
"Africa","Accommodation",19384,"No Rates","Namibia","Damaraland - Twyfelfontein","Namibia Tracks & Trails","Twyfelfontein Lodge","Active","Yes"
"Africa","Accommodation",25607,"No Rates","Africa","Africa","Africa Generic Supplier","Self Organised Africa","Active","Yes"
"Africa","Accommodation",26397,"No Rates","Tanzania","Mt. Kilimanjaro","Summits Africa","Kili Climb: Machame 7 Days","Active","Yes"
"Africa","Accommodation",26467,"No Rates","Tanzania","Mt. Kilimanjaro","Summits Africa","Kili Climb: Lemosho 8 Days","Active","Yes"
"Africa","Accommodation",26481,"No Rates","Tanzania","Mt. Kilimanjaro","Summits Africa","Kili Climb: Rongai 7 Days","Active","Yes"
"Africa","Accommodation",27441,"No Rates","Kenya","Nairobi","Enchanting Africa","Self Organised","Active","Yes"
"Africa","Accommodation",27735,"No Rates","Seychelles","Bird Island","MFG Reisen","Bird Island Resort","Active","Yes"
"Africa","Accommodation",27741,"No Rates","Seychelles","Denis Island","MFG Reisen","Denis Island Resort","Active","Yes"
"Africa","Accommodation",27882,"No Rates","Mauritius","Mauritius","MFG Reisen","20 Degres Sud","Active","Yes"
"Africa","Accommodation",29939,"No Rates","Rwanda","Volcanos","Mapendano Voyages","Gorilla Volcanoes Hotel","Active","Yes"
"Africa","Accommodation",30666,"No Rates","South Africa","Blue Train (Pretoria - Cape Town)","Tour D'Afrique","Blue Train (Pretoria - Cape Town)","Active","Yes"
"Africa","Accommodation",30766,"No Rates","South Africa","Kruger - Central","Tour D'Afrique","Kambaku Safari Lodge","Active","Yes"
"Africa","Accommodation",30792,"No Rates","South Africa","Waterberg","Tour D'Afrique","Entabeni Ravineside Lodge","Active","Yes"
"Africa","Accommodation",31692,"No Rates","South Africa","Battlefields","Tour D'Afrique","Fugitives' Drift Lodge","Active","Yes"
"Africa","Accommodation",31700,"No Rates","South Africa","Eastern Cape Game Parks","Tour D'Afrique","Cosmos Cuisine Guest House","Active","Yes"
"Africa","Accommodation",31701,"No Rates","South Africa","Eastern Cape Game Parks","Tour D'Afrique","Gorah Elephant Camp","Active","Yes"
"Africa","Accommodation",31702,"No Rates","South Africa","Eastern Cape Game Parks","Tour D'Afrique","Hlosi Game Lodge","Active","Yes"
"Africa","Accommodation",31703,"No Rates","South Africa","Eastern Cape Game Parks","Tour D'Afrique","Long Lee Manor","Active","Yes"
"Africa","Accommodation",31739,"No Rates","South Africa","Winelands","Tour D'Afrique","L'Avenir Wine Estate Country House","Active","Yes"
"Africa","Accommodation",32394,"No Rates","Botswana","Savuti & Linyanti","Safari Destinations","Savute Safari Lodge","Active","Yes"
"Africa","Accommodation",34098,"No Rates","Tanzania","Serengeti (Southern)","Nomad Tanzania","Serengeti Safari Camp S","Active","Yes"
"Africa","Accommodation",34388,"No Rates","Ethiopia","Addis Ababa","Jacaranda Tours","Hilton Addis Ababa","Active","Yes"
"Africa","Accommodation",34390,"No Rates","Ethiopia","Jinka","Jacaranda Tours","Eco Omo lodge","Active","Yes"
"Africa","Accommodation",34391,"No Rates","Ethiopia","Turmi","Jacaranda Tours","Buska lodge","Active","Yes"
"Africa","Accommodation",34392,"No Rates","Ethiopia","Konso","Jacaranda Tours","Kanta lodge","Active","Yes"
"Africa","Accommodation",35280,"No Rates","Tanzania","Selous","Beho Beho","Beho Beho","Active","Yes"
"Africa","Accommodation",35491,"No Rates","South Africa","Little Karoo","Tour D'Afrique","La Plume Guest House","Active","Yes"
"Africa","Accommodation",35613,"No Rates","South Africa","Port Elizabeth","Tour D'Afrique","Courtyard Port Elizabeth","Active","Yes"
"Africa","Accommodation",35624,"No Rates","Zambia","South Luangwa","Zambian Ground Handlers","Kaingo Camp","Active","Yes"
"Africa","Accommodation",35643,"No Rates","Zambia","South Luangwa","Zambian Ground Handlers","Chindeni Bush Camp","Active","Yes"
"Africa","Accommodation",35782,"No Rates","South Africa","Madikwe","Tour D'Afrique","Summerfields Rose Retreat","Active","Yes"
"Africa","Accommodation",35785,"No Rates","South Africa","Kruger - South","Tour D'Afrique","Rhino Post Safari Lodge","Active","Yes"
"Africa","Accommodation",35788,"No Rates","South Africa","Kruger - South","Tour D'Afrique","Lion Sands Narina Lodge","Active","Yes"
"Africa","Accommodation",35791,"No Rates","Kenya","Masai Mara","Asilia Africa","Mara Houses- Acacia House","Active","Yes"
"Africa","Accommodation",35803,"No Rates","South Africa","Kruger - Central","Tour D'Afrique","Thornybush Waterside Lodge","Active","Yes"
"Africa","Accommodation",35813,"No Rates","South Africa","Kruger - Central","Tour D'Afrique","Simbavati Hilltop Lodge","Active","Yes"
"Africa","Accommodation",35851,"No Rates","South Africa","Cape Town","Tour D'Afrique","Winchester Mansions","Active","Yes"
"Africa","Accommodation",35854,"No Rates","South Africa","Garden Route","Tour D'Afrique","Robberg Beach Lodge","Active","Yes"
"Africa","Accommodation",35858,"No Rates","South Africa","Madikwe","Tour D'Afrique","Jamala Madikwe Royal Safari Lodge","Active","Yes"
"Africa","Accommodation",35859,"No Rates","South Africa","Blyde River Canyon","Tour D'Afrique","Hannah Game Lodge","Active","Yes"
"Africa","Accommodation",35861,"No Rates","South Africa","Kruger - South","Tour D'Afrique","Protea Hotel Kruger Gate","Active","Yes"
"Africa","Accommodation",36480,"No Rates","Namibia","Okonjima","Namibia Tracks & Trails","Okonjima's Grand African Villa","Active","Yes"
"Africa","Accommodation",36482,"No Rates","Namibia","Namib Rand Reserve","Namibia Tracks & Trails","Wolwedans Dunes Camp","Active","Yes"
"Africa","Accommodation",36495,"No Rates","Namibia","Fish River Canyon","Namibia Tracks & Trails","Cañon Roadhouse","Active","Yes"
"Africa","Accommodation",36944,"No Rates","Kenya","Laikipia -Walking Safaris","Karisia","Mobile Bush Camp (Camel Trekking)","Active","Yes"
"Africa","Accommodation",37331,"No Rates","South Africa","Blue Train (Cape Town - Pretoria)","Tour D'Afrique","Blue Train (Cape Town - Pretoria)","Active","Yes"
"Africa","Accommodation",39682,"No Rates","Uganda","Jinja & Nile","Whistling Duck","Wildwaters Lodge","Active","Yes"
"Africa","Accommodation",44342,"No Rates","Botswana","Chobe National Park","Safari Destinations","Bushways Mobile Bush Camp","Active","Yes"
"Africa","Accommodation",44428,"No Rates","Botswana","Okavango Delta","Safari Destinations","Bushways Mobile Bush Camp","Active","Yes"
"Africa","Accommodation",44434,"No Rates","Botswana","Savuti & Linyanti","Safari Destinations","Bushways Mobile Bush Camp","Active","Yes"
"Africa","Accommodation",44522,"No Rates","Namibia","Caprivi East","Namibia Tracks & Trails","Namushasha River Lodge","Active","Yes"
"Africa","Accommodation",44523,"No Rates","Namibia","Caprivi East","Namibia Tracks & Trails","Lianshulu Lodge","Active","Yes"
"Africa","Accommodation",45216,"No Rates","South Africa","Cape Town","Tour D'Afrique","Cloud Nine Boutique Hotel","Active","Yes"
"Africa","Accommodation",45244,"No Rates","South Africa","Durban","Tour D'Afrique","Canelands Beach Club","Active","Yes"
"Africa","Accommodation",18332,"No Rates","Kenya","Aberdares","Fairmont Hotels","The Ark","Inactive","Yes"
"Africa","Accommodation",18336,"No Rates","Rwanda","Akagera","Enchanting Africa","Akagera Game Lodge","Inactive","Yes"
"Africa","Accommodation",18339,"No Rates","Kenya","Masai Mara","Gamewatchers Safaris Ltd","Porini Bush Camp","Inactive","Yes"
"Africa","Accommodation",18344,"No Rates","Tanzania","Arusha","Kigongoni Lodge","Kigongoni Lodge","Inactive","Yes"
"Africa","Accommodation",18371,"No Rates","Kenya","Kakamega Forest","Rondo Retreat","Rondo Retreat","Inactive","Yes"
"Africa","Accommodation",18372,"No Rates","Kenya","Kenyan Coast","Alfajiri","Alfajiri","Inactive","Yes"
"Africa","Accommodation",18374,"No Rates","Kenya","Kenyan Coast","Kilili Baharini Resort","Kilili Baharini Resort","Inactive","Yes"
"Africa","Accommodation",18380,"No Rates","Kenya","Kenyan Coast","Cheli & Peacock","Kinondo Kwetu","Inactive","Yes"
"Africa","Accommodation",18385,"No Rates","Kenya","Kenyan Coast","Elewana","Afrochic Boutique","Inactive","Yes"
"Africa","Accommodation",18401,"No Rates","Kenya","Kenyan Coast","Alfajir","Alfajiri","Inactive","Yes"
"Africa","Accommodation",18405,"No Rates","Kenya","Kakamega Forest","RondoRetreat","Rondo Retreat","Inactive","Yes"
"Africa","Accommodation",18408,"No Rates","Kenya","Kenyan Coast","TurtleBay","Turtle Bay","Inactive","Yes"
"Africa","Accommodation",18427,"No Rates","Kenya","Laikipia","Sandai Homestay & Cottage","Sandai Homestay & Cottage","Inactive","Yes"
"Africa","Accommodation",18448,"No Rates","Tanzania","Arusha National Park","Kigongoni Lodge","Kigongoni Lodge","Inactive","Yes"
"Africa","Accommodation",18461,"No Rates","Tanzania","Kilimanjaro","Moivaro Lodges & Tented camps","KIA Lodge (Not to be used)","Inactive","Yes"
"Africa","Accommodation",18488,"No Rates","Kenya","Lake Naivasha","Elephant Watch Camp","Olerai House","Inactive","Yes"
"Africa","Accommodation",18493,"No Rates","Kenya","Lakes Baringo & Bogoria","Roberts Camp","Roberts Camp","Inactive","Yes"
"Africa","Accommodation",18503,"No Rates","Kenya","Lakes Nakuru & Elementaita","Sunbird Lodge","Sunbird Lodge","Inactive","Yes"
"Africa","Accommodation",18507,"No Rates","Kenya","Lamu","Banana House","Banana House","Inactive","Yes"
"Africa","Accommodation",18512,"No Rates","Kenya","Lamu","Peponi Hotel","Peponi Hotel","Inactive","Yes"
"Africa","Accommodation",18513,"No Rates","Kenya","Lamu","Shela House Management Ltd","Shela House","Inactive","Yes"
"Africa","Accommodation",18522,"No Rates","Kenya","Lamu","Dhow Cruise","Dhow Cruise","Inactive","Yes"
"Africa","Accommodation",18539,"No Rates","Tanzania","Arusha","Tanganyika Wilderness Camps","Olasiti Lodge","Inactive","Yes"
"Africa","Accommodation",18595,"No Rates","Africa","Malawi","MV Ilala","MV Ilala","Inactive","Yes"
"Africa","Accommodation",18610,"No Rates","Botswana","Savuti & Linyanti","Kwando Safaris","Lagoon Camp","Inactive","Yes"
"Africa","Accommodation",18614,"No Rates","Botswana","Savuti & Linyanti","Wilderness Safaris","Duma Tau Camp","Inactive","Yes"
"Africa","Accommodation",18615,"No Rates","Botswana","Savuti & Linyanti","African Bush Camps","Linyanti Bush Camp","Inactive","Yes"
"Africa","Accommodation",18625,"No Rates","Namibia","Skeleton Coast","Wilderness Safaris","Skeleton Coast Camp","Inactive","Yes"
"Africa","Accommodation",18630,"No Rates","South Africa","Madikwe","Madikwe Collection","Thakadu River Camp","Inactive","Yes"
"Africa","Accommodation",18636,"No Rates","Namibia","Damaraland - Twyfelfontein","&Beyond","Mowani Mountain Camp","Inactive","Yes"
"Africa","Accommodation",18640,"No Rates","Rwanda","Volcanos","Volcanoes Safaris","Virunga Lodge","Inactive","Yes"
"Africa","Accommodation",18644,"No Rates","Tanzania","Ruaha","Adventure Camps","Kwihala Camp","Inactive","Yes"
"Africa","Accommodation",18651,"No Rates","South Africa","Cape Town","Ilanga Travel","2Inn1 Kensington","Inactive","Yes"
"Africa","Accommodation",18661,"No Rates","Tanzania","Serengeti (Central)","Asilia Africa","Dunia Camp C","Inactive","Yes"
"Africa","Accommodation",18666,"No Rates","Uganda","Bwindi","Wild Frontiers","Buhoma Lodge - To Delete","Inactive","Yes"
"Africa","Accommodation",18671,"No Rates","Tanzania","Serengeti (Central)","Tanganyika Wilderness Camps","Moru Under Canvas","Inactive","Yes"
"Africa","Accommodation",18684,"No Rates","Mozambique","Inhambane","Barra Resorts","Flamingo Bay Water Lodge","Inactive","Yes"
"Africa","Accommodation",18685,"No Rates","Namibia","Etosha - Von Lindequist Gate","Wilderness Safaris","Doro Nawas Camp","Inactive","Yes"
"Africa","Accommodation",18689,"No Rates","Namibia","Kaokoland","Wilderness Safaris","Serra Cafema","Inactive","Yes"
"Africa","Accommodation",18690,"No Rates","Rwanda","Kigali","Serena Hotels","Kigali Serena Hotel","Inactive","Yes"
"Africa","Accommodation",18698,"No Rates","South Africa","Johannesburg","Ilanga Travel","Garden Court Sandton City","Inactive","Yes"
"Africa","Accommodation",18699,"No Rates","South Africa","Johannesburg","Ilanga Travel","African Rock Hotel","Inactive","Yes"
"Africa","Accommodation",18700,"No Rates","South Africa","Johannesburg","Ilanga Travel","Balalaika Sandton Protea Hotel","Inactive","Yes"
"Africa","Accommodation",18701,"No Rates","South Africa","Johannesburg","Ilanga Travel","Garden Court O.R Tambo International Airport","Inactive","Yes"
"Africa","Accommodation",18702,"No Rates","South Africa","Pretoria","Ilanga Travel","Illyria House","Inactive","Yes"
"Africa","Accommodation",18703,"No Rates","South Africa","Pretoria","Ilanga Travel","Whistletree Lodge","Inactive","Yes"
"Africa","Accommodation",18705,"No Rates","South Africa","Johannesburg","Ilanga Travel","Court Classique Suite Hotel","Inactive","Yes"
"Africa","Accommodation",18707,"No Rates","South Africa","Johannesburg","Ilanga Travel","131 on Herbert Baker Boutique Hotel","Inactive","Yes"
"Africa","Accommodation",18708,"No Rates","South Africa","Karoo","Ilanga Travel","Andries Stockenstroem","Inactive","Yes"
"Africa","Accommodation",18711,"No Rates","South Africa","Karoo","Ilanga Travel","Pula House","Inactive","Yes"
"Africa","Accommodation",18712,"No Rates","South Africa","Kruger - South","Ilanga Travel","Imbali Safari Lodge","Inactive","Yes"
"Africa","Accommodation",18714,"No Rates","South Africa","Kruger - South","Ilanga Travel","Nkorho Bush Lodge","Inactive","Yes"
"Africa","Accommodation",18715,"No Rates","South Africa","Kruger - Central","Ilanga Travel","Mohlabetsi Safari Lodge","Inactive","Yes"
"Africa","Accommodation",18720,"No Rates","South Africa","Kruger - Central","Ilanga Travel","Singita Lebombo Lodge","Inactive","Yes"
"Africa","Accommodation",18724,"No Rates","South Africa","Kruger - South","Ilanga Travel","Elephant Plains Game Lodge","Inactive","Yes"
"Africa","Accommodation",18731,"No Rates","Uganda","Bwindi","Whistling Duck","Bwindi Volcanoes Lodge","Inactive","Yes"
"Africa","Accommodation",18763,"No Rates","Uganda","Jinja & Nile","Whistling Duck","Gately on the Nile","Inactive","Yes"
"Africa","Accommodation",18764,"No Rates","Tanzania","Tarangire","Elewana","Tarangire Treetops","Inactive","Yes"
"Africa","Accommodation",18768,"No Rates","South Africa","Kruger - South","Ilanga Travel","Arathusa Safari Lodge","Inactive","Yes"
"Africa","Accommodation",18769,"No Rates","South Africa","Kruger - South","Ilanga Travel","Kirkman's Camp","Inactive","Yes"
"Africa","Accommodation",18770,"No Rates","South Africa","Kruger - South","Ilanga Travel","Inyati Game Lodge","Inactive","Yes"
"Africa","Accommodation",18782,"No Rates","Tanzania","West Kilimanjaro","Ndarakwai Camp","Ndarakwai Camp","Inactive","Yes"
"Africa","Accommodation",18785,"No Rates","Uganda","Kibale","Whistling Duck","Kibale Primate Lodge","Inactive","Yes"
"Africa","Accommodation",18810,"No Rates","South Africa","Port Elizabeth","Ilanga Travel","The Windermere Hotel","Inactive","Yes"
"Africa","Accommodation",18811,"No Rates","South Africa","Port Elizabeth","Ilanga Travel","No 5 Boutique Art Hotel","Inactive","Yes"
"Africa","Accommodation",18812,"No Rates","South Africa","Port Elizabeth","Ilanga Travel","Brighton Lodge","Inactive","Yes"
"Africa","Accommodation",18814,"No Rates","South Africa","Port Elizabeth","Ilanga Travel","The Beach Hotel","Inactive","Yes"
"Africa","Accommodation",18817,"No Rates","South Africa","Phinda","Ilanga Travel","Phinda Vlei Lodge","Inactive","Yes"
"Africa","Accommodation",18819,"No Rates","South Africa","Phinda","Ilanga Travel","Phinda Rock Lodge","Inactive","Yes"
"Africa","Accommodation",18832,"No Rates","South Africa","Phinda","Ilanga Travel","Phinda Mountain Lodge","Inactive","Yes"
"Africa","Accommodation",18834,"No Rates","South Africa","Phinda","Ilanga Travel","Phinda Forest Lodge","Inactive","Yes"
"Africa","Accommodation",18842,"No Rates","South Africa","Overberg","Ilanga Travel","De Kelders Guest House","Inactive","Yes"
"Africa","Accommodation",18845,"No Rates","South Africa","Overberg","Ilanga Travel","Cliff Lodge","Inactive","Yes"
"Africa","Accommodation",18848,"No Rates","Zimbabwe","Gweru","Safari Destinations","Antelope Park Lodge","Inactive","Yes"
"Africa","Accommodation",18849,"No Rates","South Africa","Overberg","Ilanga Travel","Birkenhead House","Inactive","Yes"
"Africa","Accommodation",18850,"No Rates","Uganda","Murchison Falls","Whistling Duck","Murchison River Lodge","Inactive","Yes"
"Africa","Accommodation",18851,"No Rates","South Africa","Overberg","Ilanga Travel","Baleia De Hermanus","Inactive","Yes"
"Africa","Accommodation",18852,"No Rates","Uganda","Queen Elisabeth","Whistling Duck","Ishasha Wilderness Camp","Inactive","Yes"
"Africa","Accommodation",18854,"No Rates","South Africa","Overberg","Ilanga Travel","Abalone Guest Lodge","Inactive","Yes"
"Africa","Accommodation",18855,"No Rates","Uganda","Queen Elisabeth","Whistling Duck","Jacana Safari Lodge","Inactive","Yes"
"Africa","Accommodation",18856,"No Rates","South Africa","Overberg","Ilanga Travel","Grootbos Nature Reserve and Farm","Inactive","Yes"
"Africa","Accommodation",18860,"No Rates","South Africa","Overberg","Ilanga Travel","Whalesong Lodge","Inactive","Yes"
"Africa","Accommodation",18863,"No Rates","South Africa","Oudtshoorn (Inactive)","Ilanga Travel","Hlangana Lodge","Inactive","Yes"
"Africa","Accommodation",18866,"No Rates","South Africa","Little Karoo","Ilanga Travel","Montana Guest Farm","Inactive","Yes"
"Africa","Accommodation",18869,"No Rates","South Africa","Madikwe","Ilanga Travel","Madikwe River Lodge","Inactive","Yes"
"Africa","Accommodation",18871,"No Rates","Zimbabwe","Harare","Safari Destinations","Meikles Hotel","Inactive","Yes"
"Africa","Accommodation",18880,"No Rates","South Africa","Madikwe","Ilanga Travel","Jaci's Safari Lodge","Inactive","Yes"
"Africa","Accommodation",18881,"No Rates","South Africa","Madikwe","Ilanga Travel","Madikwe Bush House","Inactive","Yes"
"Africa","Accommodation",18887,"No Rates","South Africa","Madikwe","Ilanga Travel","Buffalo Ridge Safari Lodge","Inactive","Yes"
"Africa","Accommodation",18891,"No Rates","South Africa","Madikwe","Ilanga Travel","Madikwe Safari Lodge","Inactive","Yes"
"Africa","Accommodation",18892,"No Rates","South Africa","Little Karoo","Ilanga Travel","Schoone Oordt","Inactive","Yes"
"Africa","Accommodation",18893,"No Rates","South Africa","Little Karoo","Ilanga Travel","Bloomestate","Inactive","Yes"
"Africa","Accommodation",18894,"No Rates","South Africa","Little Karoo","Ilanga Travel","Montana Guest Farm","Inactive","Yes"
"Africa","Accommodation",18895,"No Rates","South Africa","Little Karoo","Ilanga Travel","Altes Landhaus Country Lodge","Inactive","Yes"
"Africa","Accommodation",18897,"No Rates","South Africa","Little Karoo","Ilanga Travel","Roosje van de Kaap","Inactive","Yes"
"Africa","Accommodation",18899,"No Rates","South Africa","Little Karoo","Ilanga Travel","Thabile Lodge","Inactive","Yes"
"Africa","Accommodation",18901,"No Rates","South Africa","Little Karoo","Ilanga Travel","Mimosa Lodge","Inactive","Yes"
"Africa","Accommodation",18905,"No Rates","South Africa","Kruger - South","Ilanga Travel","Singita Ebony Lodge","Inactive","Yes"
"Africa","Accommodation",18906,"No Rates","South Africa","Kruger - Central","Ilanga Travel","Kapama Buffalo Camp","Inactive","Yes"
"Africa","Accommodation",18907,"No Rates","South Africa","Kruger - Central","Ilanga Travel","Simbavati River Lodge","Inactive","Yes"
"Africa","Accommodation",18909,"No Rates","South Africa","Kruger - South","Ilanga Travel","Rhino Walking Safaris Plains Camp","Inactive","Yes"
"Africa","Accommodation",18911,"No Rates","South Africa","Kruger - South","Ilanga Travel","Londolozi Tree Camp","Inactive","Yes"
"Africa","Accommodation",18914,"No Rates","South Africa","Kruger - Central","Ilanga Travel","Kambaku Safari Lodge","Inactive","Yes"
"Africa","Accommodation",18918,"No Rates","South Africa","Kruger - South","Ilanga Travel","Umkumbe Safari Lodge","Inactive","Yes"
"Africa","Accommodation",18920,"No Rates","South Africa","Kruger - Central","Ilanga Travel","Delete - Gomo Gomo Game Lodge","Inactive","Yes"
"Africa","Accommodation",18924,"No Rates","South Africa","Kruger - Central","Ilanga Travel","Ulusaba Rock Lodge","Inactive","Yes"
"Africa","Accommodation",18926,"No Rates","South Africa","Kruger - South","Ilanga Travel","Sabi Sabi Earth Lodge","Inactive","Yes"
"Africa","Accommodation",18929,"No Rates","South Africa","Kruger - Central","Ilanga Travel","Ngala Tented Camp","Inactive","Yes"
"Africa","Accommodation",18930,"No Rates","South Africa","Kruger - South","Ilanga Travel","Mala Mala Main Camp","Inactive","Yes"
"Africa","Accommodation",18933,"No Rates","South Africa","Kruger - South","Ilanga Travel","Lower Sabie Restcamp","Inactive","Yes"
"Africa","Accommodation",18935,"No Rates","South Africa","Kruger - South","Ilanga Travel","Londolozi Pioneer Camp","Inactive","Yes"
"Africa","Accommodation",18936,"No Rates","Lesotho","Mountain Kingdom","Ilanga Travel","Maliba Mountain Lodge","Inactive","Yes"
"Africa","Accommodation",18938,"No Rates","South Africa","Kruger - South","Ilanga Travel","Lion Sands Ivory Lodge","Inactive","Yes"
"Africa","Accommodation",18942,"No Rates","South Africa","Kruger - Central","Ilanga Travel","Leadwood Lodge","Inactive","Yes"
"Africa","Accommodation",18945,"No Rates","South Africa","Kruger - South","Ilanga Travel","Exeter River Lodge","Inactive","Yes"
"Africa","Accommodation",18946,"No Rates","South Africa","Kruger - Central","Ilanga Travel","Pafuri Camp","Inactive","Yes"
"Africa","Accommodation",18948,"No Rates","South Africa","Sanbona Wildlife Reserve","Ilanga Travel","Tilney Manor","Inactive","Yes"
"Africa","Accommodation",18951,"No Rates","South Africa","Sun City","Ilanga Travel","The Cascades Hotel","Inactive","Yes"
"Africa","Accommodation",18952,"No Rates","South Africa","Sun City","Ilanga Travel","The Palace, Lost City","Inactive","Yes"
"Africa","Accommodation",18954,"No Rates","South Africa","Little Karoo","Ilanga Travel","De Kloof Luxury Estate","Inactive","Yes"
"Africa","Accommodation",18956,"No Rates","South Africa","Waterberg","Ilanga Travel","Entabeni Wildside Lodge","Inactive","Yes"
"Africa","Accommodation",18957,"No Rates","South Africa","Waterberg","Ilanga Travel","Entabeni Ravineside Lodge","Inactive","Yes"
"Africa","Accommodation",18958,"No Rates","South Africa","Winelands","Ilanga Travel","Klein Oliphants Hoek","Inactive","Yes"
"Africa","Accommodation",18960,"No Rates","South Africa","Winelands","Ilanga Travel","Grande Roche Hotel","Inactive","Yes"
"Africa","Accommodation",18962,"No Rates","South Africa","Winelands","Ilanga Travel","Le Quartier Francais","Inactive","Yes"
"Africa","Accommodation",18963,"No Rates","South Africa","Winelands","Ilanga Travel","Summerwood Guest House","Inactive","Yes"
"Africa","Accommodation",18964,"No Rates","South Africa","Winelands","Ilanga Travel","La Residence","Inactive","Yes"
"Africa","Accommodation",18965,"No Rates","South Africa","Winelands","Ilanga Travel","La Petite Ferme","Inactive","Yes"
"Africa","Accommodation",18982,"No Rates","South Africa","Battlefields","Ilanga Travel","Isibindi Zulu Lodge","Inactive","Yes"
"Africa","Accommodation",18983,"No Rates","South Africa","Battlefields","Ilanga Travel","Isandlwana Lodge","Inactive","Yes"
"Africa","Accommodation",18985,"No Rates","South Africa","Cape Town","Ilanga Travel","Cape Heritage Hotel","Inactive","Yes"
"Africa","Accommodation",18986,"No Rates","South Africa","Rovos Rail (Pretoria - Cape Town)","Ilanga Travel","Rovos Rail:Pretoria-Cape Town","Inactive","Yes"
"Africa","Accommodation",18987,"No Rates","South Africa","Cape Town","Ilanga Travel","City Lodge-Victoria & Alfred Waterfront","Inactive","Yes"
"Africa","Accommodation",18988,"No Rates","South Africa","Cape Town","Ilanga Travel","The Bay Hotel","Inactive","Yes"
"Africa","Accommodation",18990,"No Rates","South Africa","Cape Town","Ilanga Travel","Ellerman House","Inactive","Yes"
"Africa","Accommodation",18992,"No Rates","South Africa","Cape Town","Ilanga Travel","De Tafelberg Guesthouse","Inactive","Yes"
"Africa","Accommodation",18993,"No Rates","South Africa","Cape Town","Ilanga Travel","Steenberg Estate","Inactive","Yes"
"Africa","Accommodation",18994,"No Rates","South Africa","Blue Train (Pretoria - Cape Town)","Ilanga Travel","Blue Train (Pretoria - Cape Town)","Inactive","Yes"
"Africa","Accommodation",18995,"No Rates","Kenya","Nairobi","Balozi Homestay","Balozi Homestay","Inactive","Yes"
"Africa","Accommodation",18996,"No Rates","South Africa","Cape Town","Ilanga Travel","Ocean View Guest House","Inactive","Yes"
"Africa","Accommodation",18997,"No Rates","South Africa","Cape Town","Ilanga Travel","Cape Grace","Inactive","Yes"
"Africa","Accommodation",18999,"No Rates","Kenya","Masai Mara","Cheli & Peacock","Elephant Pepper Camp- Delete 2","Inactive","Yes"
"Africa","Accommodation",19000,"No Rates","South Africa","Cape Town","Ilanga Travel","Glen Avon Lodge","Inactive","Yes"
"Africa","Accommodation",19001,"No Rates","Kenya","Masai Mara","Cheli & Peacock","Saruni Mara","Inactive","Yes"
"Africa","Accommodation",19003,"No Rates","South Africa","Cape Town","Ilanga Travel","Brenwin Guest House","Inactive","Yes"
"Africa","Accommodation",19004,"No Rates","South Africa","Cape Town","Ilanga Travel","Twelve apostles Hotel & Spa","Inactive","Yes"
"Africa","Accommodation",19005,"No Rates","South Africa","Cape Town","Ilanga Travel","Victoria & Alfred Hotel-Newmark Hotels","Inactive","Yes"
"Africa","Accommodation",19006,"No Rates","South Africa","Cape Town","Ilanga Travel","Camps Bay Retreat","Inactive","Yes"
"Africa","Accommodation",19007,"No Rates","South Africa","Cape Town","Ilanga Travel","Villa Belmonte","Inactive","Yes"
"Africa","Accommodation",19008,"No Rates","South Africa","Drakensberg North","Ilanga Travel","Montusi Mountain Lodge","Inactive","Yes"
"Africa","Accommodation",19009,"No Rates","South Africa","Drakensberg North","Ilanga Travel","Cleopatra Mountain Farmhouse","Inactive","Yes"
"Africa","Accommodation",19011,"No Rates","South Africa","Durban","Ilanga Travel","Fairlight Beach House","Inactive","Yes"
"Africa","Accommodation",19015,"No Rates","South Africa","Durban","Ilanga Travel","Oyster Box","Inactive","Yes"
"Africa","Accommodation",19017,"No Rates","South Africa","Durban","Ilanga Travel","Lalaria Lodge","Inactive","Yes"
"Africa","Accommodation",19018,"No Rates","South Africa","Durban","Ilanga Travel","Garden Court Marine Parade","Inactive","Yes"
"Africa","Accommodation",19020,"No Rates","South Africa","Johannesburg","Ilanga Travel","The Saxon Hotel, Villas & Spa","Inactive","Yes"
"Africa","Accommodation",19021,"No Rates","South Africa","Johannesburg","Ilanga Travel","InterContinental Johannesburg O.R. Tambo Airport Hotel","Inactive","Yes"
"Africa","Accommodation",19029,"No Rates","South Africa","Eastern Cape Game Parks","Ilanga Travel","Amakhala Bush Lodge","Inactive","Yes"
"Africa","Accommodation",19030,"No Rates","South Africa","Eastern Cape Game Parks","Ilanga Travel","Kuzuko Lodge","Inactive","Yes"
"Africa","Accommodation",19031,"No Rates","South Africa","Eastern Cape Game Parks","Ilanga Travel","Elephant House","Inactive","Yes"
"Africa","Accommodation",19033,"No Rates","South Africa","Eastern Cape Game Parks","Ilanga Travel","Amakhala Woodbury Lodge","Inactive","Yes"
"Africa","Accommodation",19039,"No Rates","South Africa","Eastern Cape Game Parks","Ilanga Travel","Camp Fig Tree","Inactive","Yes"
"Africa","Accommodation",19040,"No Rates","South Africa","Eastern Cape Game Parks","Ilanga Travel","Kwandwe Ecca Lodge","Inactive","Yes"
