"REGIONNAME","SERVICEID","SERVICELONGNAME","SERVICETYPENAME","SUPPLIERID","SUPPLIERNAME","MEALPLANNAME","OPTIONID","OPTIONNAME","IS_DEFAULT","EXTRAID","EXTRANAME","OCCUPANCYTYPEID","OCCUPANCYTYPENAME","CHARGINGPOLICYID","CHARGINGPOLICYNAME","SEASONTYPEID","SEASONTYPENAME","SEASONSTARTDATE","SEASONENDDATE","ORGANISATIONSUPPLIERCONTRACTID","ORGANISATIONSUPPLIERCONTRACTNAME","CONTRACTDURATIONID","CONTRACTDURATIONNAME","CONTRACTDURATIONSTARTDATE","CONTRACTDURATIONENDDATE","CURRENCYISOCODE","WEEKDAYPRICES_EXISTS","PRICEDAYMONDAY","PRICEDAYTUESDAY","PRICEDAYWEDNESDAY","PRICEDAYTHURSDAY","PRICEDAYFRIDAY","PRICEDAYSATURDAY","PRICEDAYSUNDAY","PRICEBANDMIN","PRICEBANDMAX","BUYPRICE","MARGIN","SELLING",
"Delhi","3453","Holi Festival","Activity","248","Tallis","","8155","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","1","8910","29","12549.2958",
"Delhi","3453","Holi Festival","Activity","248","Tallis","","8155","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","2","2","5940","29","8366.1972",
"Delhi","3453","Holi Festival","Activity","248","Tallis","","8155","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","3","3","4950","29","6971.831",
"Delhi","3453","Holi Festival","Activity","248","Tallis","","8155","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","4","4455","29","6274.6479",
"Delhi","3453","Holi Festival","Activity","248","Tallis","","8155","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","5","4158","28.9999","5856.338",
"Delhi","3453","Holi Festival","Activity","248","Tallis","","8155","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","6","3960","29","5577.4648",
"Delhi","3453","Holi Festival","Activity","248","Tallis","","8155","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7","7","3819","28.9999","5378.8732",
"Delhi","3453","Holi Festival","Activity","248","Tallis","","8155","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","8","8","3713","29","5229.5775",
"Delhi","3453","Holi Festival","Activity","248","Tallis","","8155","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9","9","3630","29","5112.6761",
"Delhi","3453","Holi Festival","Activity","248","Tallis","","8155","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","10","10","3564","28.9999","5019.7183",
"Delhi","4514","Transfer from Delhi Airport  to Hotel","Transfers","4","Generic Supplier","","9710","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","21178","EstPro-Airport Transfers (1st Jan 14-31st Dec 20)","21293","EstPro-Airport Transfers (1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","1210","29.0322","1705",
"Delhi","4514","Transfer from Delhi Airport  to Hotel","Transfers","4","Generic Supplier","","9710","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","21178","EstPro-Airport Transfers (1st Jan 14-31st Dec 20)","21293","EstPro-Airport Transfers (1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","6","2844","29.0064","4006",
"Delhi","4516","Transfer from Hotel to Delhi Airport","Transfers","4","Generic Supplier","","9711","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","21178","EstPro-Airport Transfers (1st Jan 14-31st Dec 20)","21293","EstPro-Airport Transfers (1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","1089","29.0091","1534",
"Delhi","4516","Transfer from Hotel to Delhi Airport","Transfers","4","Generic Supplier","","9711","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","21178","EstPro-Airport Transfers (1st Jan 14-31st Dec 20)","21293","EstPro-Airport Transfers (1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","6","2178","29.0091","3068",
"Delhi","12346","1-2h-Tallis-Qawwali Eve-Nizamuddin","Activity","248","Tallis","","21280","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","1","9900","29.0017","13944",
"Delhi","12346","1-2h-Tallis-Qawwali Eve-Nizamuddin","Activity","248","Tallis","","21280","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","2","2","4950","29.0017","6972",
"Delhi","12346","1-2h-Tallis-Qawwali Eve-Nizamuddin","Activity","248","Tallis","","21280","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","3","3","4400","29.0093","6198",
"Delhi","12346","1-2h-Tallis-Qawwali Eve-Nizamuddin","Activity","248","Tallis","","21280","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","4","3300","29.0017","4648",
"Delhi","12346","1-2h-Tallis-Qawwali Eve-Nizamuddin","Activity","248","Tallis","","21280","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","5","2640","29.0131","3719",
"Delhi","12346","1-2h-Tallis-Qawwali Eve-Nizamuddin","Activity","248","Tallis","","21280","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","6","2200","29.0093","3099",
"Delhi","12346","1-2h-Tallis-Qawwali Eve-Nizamuddin","Activity","248","Tallis","","21280","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7","7","2358","29.0186","3322",
"Delhi","12346","1-2h-Tallis-Qawwali Eve-Nizamuddin","Activity","248","Tallis","","21280","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","8","8","2063","29.0089","2906",
"Delhi","12346","1-2h-Tallis-Qawwali Eve-Nizamuddin","Activity","248","Tallis","","21280","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9","9","1834","29.0247","2584",
"Delhi","12346","1-2h-Tallis-Qawwali Eve-Nizamuddin","Activity","248","Tallis","","21280","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","10","10","1650","29.0017","2324",
"Goa","1748","Markets of Goa","Activity","232","First Class Holidays","","70671","Activity","NO","","","","","13","Per Unit Per Day","6","Season 01","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","22777","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","22904","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","7374","29.0005","10386",
"Goa","1748","Markets of Goa","Activity","232","First Class Holidays","","70671","Activity","NO","","","","","13","Per Unit Per Day","6","Season 01","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","22777","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","22904","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","9","11451","29.0036","16129",
"Goa","1857","Drive from Goa to Badami (350 km, 8 hrs)","Drive","4","Generic Supplier","","5645","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2015 12:00:00:000AM","30858","India Drives (1 Jan 2015 - 31 Dec 2015)","31023","India Drives (1 Jan 2015 - 31 Dec 2015)","Jan  1 2015 12:00:00:000AM","Dec 31 2015 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","4","16600","29.0021","23381",
"Goa","1857","Drive from Goa to Badami (350 km, 8 hrs)","Drive","4","Generic Supplier","","5645","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2015 12:00:00:000AM","30858","India Drives (1 Jan 2015 - 31 Dec 2015)","31023","India Drives (1 Jan 2015 - 31 Dec 2015)","Jan  1 2015 12:00:00:000AM","Dec 31 2015 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","9","24770","29.0013","34888",
"Goa","1857","Drive from Goa to Badami (350 km, 8 hrs)","Drive","4","Generic Supplier","","5645","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","30859","Pro-India Drives (1 Jan 2016 - 31 Dec 2020)","31024","Pro-India Drives (1 Jan 2016 - 31 Dec 2020)","Jan  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","4","18260","29.0019","25719",
"Goa","1857","Drive from Goa to Badami (350 km, 8 hrs)","Drive","4","Generic Supplier","","5645","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","30859","Pro-India Drives (1 Jan 2016 - 31 Dec 2020)","31024","Pro-India Drives (1 Jan 2016 - 31 Dec 2020)","Jan  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","9","27247","29.0017","38377",
"Goa","2358","Drive from Goa to Hubli (190 km, 4 hrs)","Drive","4","Generic Supplier","","6715","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2015 12:00:00:000AM","30858","India Drives (1 Jan 2015 - 31 Dec 2015)","31023","India Drives (1 Jan 2015 - 31 Dec 2015)","Jan  1 2015 12:00:00:000AM","Dec 31 2015 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","4","15600","29.0005","21972",
"Goa","2358","Drive from Goa to Hubli (190 km, 4 hrs)","Drive","4","Generic Supplier","","6715","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2015 12:00:00:000AM","30858","India Drives (1 Jan 2015 - 31 Dec 2015)","31023","India Drives (1 Jan 2015 - 31 Dec 2015)","Jan  1 2015 12:00:00:000AM","Dec 31 2015 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","9","21670","29.002","30522",
"Goa","2358","Drive from Goa to Hubli (190 km, 4 hrs)","Drive","4","Generic Supplier","","6715","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","30859","Pro-India Drives (1 Jan 2016 - 31 Dec 2020)","31024","Pro-India Drives (1 Jan 2016 - 31 Dec 2020)","Jan  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","4","17160","29.0028","24170",
"Goa","2358","Drive from Goa to Hubli (190 km, 4 hrs)","Drive","4","Generic Supplier","","6715","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","30859","Pro-India Drives (1 Jan 2016 - 31 Dec 2020)","31024","Pro-India Drives (1 Jan 2016 - 31 Dec 2020)","Jan  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","9","23837","29.0016","33574",
"Goa","2619","Drive from Goa to Gokarna (170 km, 3 hrs)","Drive","4","Generic Supplier","","19067","Innova (1-4 ppl)","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","15526","Pro-India Drives (1st Jan 2015-31st Dec 2020)","15621","Pro-India Drives (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","8349","29.0051","11760",
"Goa","2619","Drive from Goa to Gokarna (170 km, 3 hrs)","Drive","4","Generic Supplier","","19067","Innova (1-4 ppl)","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","15526","Pro-India Drives (1st Jan 2015-31st Dec 2020)","15621","Pro-India Drives (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","9","9922","29.0017","13975",
"Goa","3285","HD-Old & New Capital Tour","Activity","232","First Class Holidays","","70673","Activity","NO","","","","","13","Per Unit Per Day","6","Season 01","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","22777","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","22904","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","5696","29.0041","8023",
"Goa","3285","HD-Old & New Capital Tour","Activity","232","First Class Holidays","","70673","Activity","NO","","","","","13","Per Unit Per Day","6","Season 01","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","22777","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","22904","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","9","10459","29","14731",
"Goa","3292","HD-Sunset, Champagne and Dolphin Tour","Activity","232","First Class Holidays","","70674","Activity","NO","","","","","13","Per Unit Per Day","6","Season 01","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","22777","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","22904","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","20878","29.0008","29406",
"Goa","3292","HD-Sunset, Champagne and Dolphin Tour","Activity","232","First Class Holidays","","70674","Activity","NO","","","","","13","Per Unit Per Day","6","Season 01","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","22777","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","22904","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","9","24352","29.0008","34299",
"Goa","3378","Golden Goa Tour","Activity","232","First Class Holidays","","70672","Activity","NO","","","","","13","Per Unit Per Day","6","Season 01","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","22777","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","22904","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","6963","29.0141","9809",
"Goa","3378","Golden Goa Tour","Activity","232","First Class Holidays","","70672","Activity","NO","","","","","13","Per Unit Per Day","6","Season 01","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","22777","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","22904","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","9","12414","29.0101","17487",
"Goa","3450","Spice plantation w Lunch HD","Activity","232","First Class Holidays","","17809","Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","6","Season 01","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","22777","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","22904","Pro-First Class Spl Act (1 Oct 15-30 Sep 20)","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","5693","29.0061","8019",
"Goa","3450","Spice plantation w Lunch HD","Activity","232","First Class Holidays","","70662","Activity","NO","","","","","13","Per Unit Per Day","6","Season 01","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","22779","Pro-First Class Activity (1 Oct 15-30 Sep 20)","22906","Pro-First Class Activity (1 Oct 15-30 Sep 20)","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","1","6408","29.005","9026",
"Goa","3450","Spice plantation w Lunch HD","Activity","232","First Class Holidays","","70662","Activity","NO","","","","","13","Per Unit Per Day","6","Season 01","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","22779","Pro-First Class Activity (1 Oct 15-30 Sep 20)","22906","Pro-First Class Activity (1 Oct 15-30 Sep 20)","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","2","2","7123","29.0042","10033",
"Goa","3450","Spice plantation w Lunch HD","Activity","232","First Class Holidays","","70662","Activity","NO","","","","","13","Per Unit Per Day","6","Season 01","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","22779","Pro-First Class Activity (1 Oct 15-30 Sep 20)","22906","Pro-First Class Activity (1 Oct 15-30 Sep 20)","Oct  1 2015 12:00:00:000AM","Sep 30 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","3","3","7838","29.0036","11040",
